370.09,-820.39
-451.55,863.52
452.98,-126.03
341.16,11.83
-415.29,-6.12
-133.72,-515.06
119.06,516.36
-877.75,578.58
-927.6,871.78
-238.23,618.53
-638.47,-17.49
-326.71,-406.75
-146.3,958.22
757.21,872.52
-772.15,-442.3
610.86,-51.27
-69.89,-754.74
-511.91,-702.02
-453.42,535.03
780.08,-570.41
624.54,170.98
608.34,-485.43
-934.33,-50.98
-776.88,968.16
-587.21,-834.98
-648.32,210.86
645.07,194.96
911.93,-408.51
637.66,-914.07
536.85,-967.66
-201.64,-242.87
354.3,-357.18
630.02,-613.08
-462.87,-893.17
217.23,-442.06
27.0,677.42
977.03,100.53
-444.7,-984.55
-970.51,-957.29
48.98,-244.09
-835.27,-670.39
-339.01,-630.87
303.63,-218.86
-314.12,982.46
612.08,-321.45
70.09,72.66
-959.61,183.07
811.03,987.37
-737.36,-907.42
-568.16,-92.56
-826.1,407.28
314.02,-948.28
355.02,-23.69
760.71,750.83
616.14,-368.41
319.85,808.67
-300.83,629.97
185.36,848.09
-11.26,-729.14
670.18,-148.61
-9.92,650.28
411.25,-571.04
-233.89,59.86
-918.75,253.89
-829.6,-978.69
-854.48,671.38
-86.6,-435.18
980.19,616.21
-879.25,593.43
-618.62,-684.87
-938.15,-819.88
-250.56,-315.92
551.92,113.76
-397.42,-490.67
87.96,-164.06
-152.62,368.44
670.62,550.56
413.95,774.99
-629.56,-549.18
-443.04,82.19
465.72,590.75
-747.76,-453.98
620.07,-914.3
240.96,-790.46
769.84,-413.21
553.5,694.12
-492.44,927.36
427.13,898.73
704.67,7.94
-778.45,52.31
-434.16,580.61
-507.34,637.89
422.55,609.59
-37.17,-405.04
-490.97,115.99
-282.69,-943.24
-982.63,662.48
283.66,163.07
493.66,764.23
-810.08,810.39
-281.78,-617.69
157.86,542.91
952.37,-265.7
-729.26,658.97
-232.62,584.18
682.88,-611.58
-863.87,8.99
-615.91,530.99
37.99,32.89
-225.99,-887.37
924.2,-667.44
274.46,-945.31
453.66,-687.78
-871.18,702.61
-396.44,651.22
406.97,636.47
-576.25,-983.7
-419.21,-937.23
20.79,395.72
141.6,-667.4
-520.93,861.12
-536.82,-725.74
-806.03,-943.71
-326.21,-243.08
812.66,-95.83
457.15,777.79
-220.17,328.43
-895.21,-926.15
-340.95,-50.37
637.59,-496.85
572.99,-113.94
-693.65,685.89
-229.38,-506.03
-134.71,627.92
121.63,149.13
950.58,398.2
-28.95,-701.0
357.72,-199.6
-675.74,354.76
-650.16,335.07
-963.71,837.26
-464.6,-226.46
-186.94,-339.37
462.64,194.1
163.59,-539.55
-375.22,147.33
469.69,-715.42
-541.98,953.38
873.91,77.08
851.74,915.13
67.14,91.59
-695.48,797.23
-714.0,984.74
235.19,-446.92
-851.58,711.68
-451.31,-922.02
426.04,-508.17
-701.34,197.19
-238.26,744.49
136.44,685.76
-157.9,427.73
-362.96,666.07
-675.93,182.15
575.74,425.27
-916.36,275.9
200.16,-566.61
-641.84,700.98
-580.03,-68.84
-379.51,432.76
-184.94,482.05
-439.21,-283.49
-214.63,-938.24
-514.02,-750.05
363.07,-205.07
921.13,-915.27
-113.4,448.76
760.22,332.19
-15.93,53.91
-686.44,328.86
38.25,-854.89
-745.81,-288.09
240.55,268.61
595.47,328.9
-845.78,-124.38
-558.08,293.89
342.82,911.14
361.1,-710.69
433.84,-778.94
87.46,284.87
543.52,-374.63
276.87,590.86
-834.89,-802.21
-754.13,737.21
-272.72,-82.25
